source,target,attributes
HKG::Q_1016,HKG::EPF_12,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::ESI_72,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::ISM_12,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::ISM_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MTW_24,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MTW_25,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MTW_26,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MTW_27,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MTW_28,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MTW_40,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::IRC_56,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_5,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_6,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_7,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_8,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_10,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_11,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_12,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_14,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_15,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_18,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_69,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::WAGE_C_2018,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BONUS_RULES_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::EC_RULES_3,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::EC_RULES_55,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::EC_RULES_62,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::EC_RULES_63,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::EC_RULES_68,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::EC_RULES_69,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::EC_RULES_70,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::ICA_73,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::RPSR_237E,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MEPS_13,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MEPS_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MEPS_21,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MEPS_28,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::MEPS_34,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DPDP_20,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::INC_T_192,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::FIN_A_185,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_64,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_65,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_117,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_150,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_152,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_160,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_164,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_180,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_248,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_249,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_250,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_252,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::BTC_303,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_18,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_19,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_20,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_21,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_23,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_49,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_1955,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::DSEA_147,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::KSEA_5C,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::KSEA_16,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::KSEA_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::KSEA_18,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::KSEA_3,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1016,HKG::KSEA_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::wrongful_termination,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::full_final_settlement,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::wages,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::IDA_2A,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::ESI_73,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::IDA_17B,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EPF_12,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::ESI_72,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::ISM_12,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::ISM_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MTW_24,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MTW_25,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MTW_26,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MTW_27,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MTW_28,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MTW_40,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::IRC_56,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_5,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_6,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_7,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_8,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_10,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_11,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_12,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_14,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_15,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_18,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_69,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::WAGE_C_2018,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BONUS_RULES_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EC_RULES_3,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EC_RULES_55,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EC_RULES_62,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EC_RULES_63,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EC_RULES_68,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EC_RULES_69,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::EC_RULES_70,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::ICA_73,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::RPSR_237E,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MEPS_13,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MEPS_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MEPS_21,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MEPS_28,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::MEPS_34,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DPDP_20,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::INC_T_192,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::FIN_A_185,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_64,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_65,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_117,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_150,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_152,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_160,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_164,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_180,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_248,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_249,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_250,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_252,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::BTC_303,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_18,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_19,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_20,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_21,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_23,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_49,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_1955,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::DSEA_147,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::KSEA_5C,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::KSEA_16,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::KSEA_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::KSEA_18,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::KSEA_3,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1017,HKG::KSEA_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::employment_bond,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::notice_period,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::leave,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::ICA_73,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::ICA_74,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::SRA_14,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::SRA_16,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::SRA_41,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_26,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_40,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MBA_10,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::FA_79,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::SPE_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MTW_24,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MTW_27,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MTW_28,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MTW_40,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::EC_RULES_15,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::EPF_AT_25,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::LIM_13,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::LIM_114,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::LIM_118,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::LIM_130,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::LIM_133,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::CCS_ME_2,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::CCS_ME_5,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::CCS_ME_6,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::CCS_ME_7,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::CCS_FS_5,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::CCS_FS_10,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::RPSR_2,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::RPSR_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::RPSR_43,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_9,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_11,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_13,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_16,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_22,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_25,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_30,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_33,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_34,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MEPS_42,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MHA_91,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::MHA_92,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_64,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_65,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_82,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_117,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_139,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_142,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_150,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_152,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_155,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_159,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_160,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_161,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_164,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_303,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::BTC_349,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::DSEA_22,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::DSEA_23,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::DSEA_49,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::DSEA_147,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::KSEA_1,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::KSEA_5C,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::KSEA_16,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::KSEA_3,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1018,HKG::KSEA_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::gratuity,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::relieving_letter,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::labour_court,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::wages,"{'type': 'RELATES_TO', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::PGA_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::PGA_7,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::CCS_ME_3,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::MEPS_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::MEPS_28,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::MEPS_34,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::FIN_A_185,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::BTC_201,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::BTC_236,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::BTC_240,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_7D,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::ESI_55,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_44,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_45,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_46,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_47,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_48,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_49,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_50,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::IRC_54,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::ID_CENTRAL_10,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::ID_CENTRAL_29,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::ID_CENTRAL_99,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_1,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_2,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_3,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_4,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_5,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_6,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_7,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_11,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_12,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_13,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_14,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_15,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_16,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_17,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_18,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_19,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_21,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_22,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_23,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_24,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_25,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_26,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_27,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_28,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::EPF_AT_29,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::ATA_19,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::RPSR_6,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::MEPS_39,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::MEPS_43,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::DPDP_29,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::DPDP_30,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::FIN_A_50,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::FIN_A_51,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::FIN_A_129,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
HKG::Q_1019,HKG::FIN_A_146,"{'type': 'MATCHES', 'source_graph': 'HKG'}"
